counter,timestamp
1,5707603
2,5707927
3,5708284
4,5708603
5,5708924
6,5709244
7,5709603
8,5709923
9,5710283
10,5710603
11,5710923
12,5711244
13,5711603
14,5711923
15,5712284
16,5712604
17,5712924
18,5713243
19,5713603
20,5713923
21,5714284
22,5714604
23,5714924
24,5715244
25,5715603
26,5715924
27,5716284
28,5716603
29,5716922
30,5717243
31,5717603
32,5717925
33,5718284
34,5718605
35,5718924
36,5719244
37,5719603
38,5719923
39,5720284
40,5720603
41,5720926
42,5721243
43,5721604
44,5721923
45,5722284
46,5722604
47,5722924
48,5723244
49,5723604
50,5723924
51,5724284
52,5724603
53,5724923
54,5725244
55,5725603
56,5725923
57,5726284
58,5726603
59,5726924
60,5727244
61,5727610
62,5727923
63,5728290
64,5728604
65,5728924
66,5729244
67,5729604
68,5729924
69,5730243
70,5730604
71,5730924
72,5731243
73,5731612
74,5731924
75,5732284
76,5732604
77,5732923
78,5733243
79,5733603
80,5733941
81,5734285
82,5734603
83,5734925
84,5735244
85,5735603
86,5735924
87,5736244
88,5736603
89,5736923
90,5737243
91,5737603
92,5737923
93,5738243
94,5738603
95,5738923
96,5739243
97,5739603
98,5739923
99,5740243
100,5740603
101,5740923
102,5741242
103,5741603
104,5741924
105,5742245
106,5742604
107,5742923
108,5743243
109,5743603
110,5743923
111,5744243
112,5744603
113,5744923
114,5745244
115,5745603
116,5745924
117,5746243
118,5746603
119,5746923
120,5747243
121,5747603
122,5747923
123,5748243
124,5748603
125,5748924
126,5749243
127,5749603
128,5749923
129,5750243
130,5750603
131,5750924
132,5751244
133,5751603
134,5751923
135,5752243
136,5752604
137,5752924
138,5753244
139,5753604
140,5753924
141,5754285
142,5754604
143,5754924
144,5755244
145,5755604
146,5755923
147,5756283
148,5756603
149,5756923
150,5757243
151,5757603
152,5757923
153,5758243
154,5758604
155,5758924
156,5759244
157,5759603
158,5759923
159,5760243
160,5760604
161,5760924
162,5761243
163,5761604
164,5761924
165,5762243
166,5762603
167,5762924
168,5763244
169,5763604
170,5763924
171,5764244
172,5764604
173,5764924
174,5765244
175,5765604
176,5765923
177,5766244
178,5766603
179,5766924
180,5767244
181,5767604
182,5767924
183,5768244
184,5768603
185,5768925
186,5769245
187,5769605
188,5769925
189,5770249
190,5770605
191,5770923
192,5771244
193,5771603
194,5771923
195,5772244
196,5772604
197,5772924
198,5773244
199,5773604
200,5773924
201,5774244
202,5774604
203,5774924
204,5775245
205,5775604
206,5775924
207,5776244
208,5776603
209,5776924
210,5777244
211,5777604
212,5777924
213,5778244
214,5778604
215,5778925
216,5779244
217,5779604
218,5779925
219,5780244
220,5780604
221,5780925
222,5781244
223,5781605
224,5781923
225,5782243
226,5782603
227,5782924
228,5783244
229,5783604
230,5783924
231,5784244
232,5784604
233,5784924
234,5785244
235,5785604
236,5785925
237,5786244
238,5786604
239,5786924
240,5787243
241,5787604
242,5787924
243,5788244
244,5788604
245,5788925
246,5789244
247,5789604
248,5789924
249,5790244
250,5790604
251,5790924
252,5791244
253,5791605
254,5791925
255,5792245
256,5792605
257,5792925
258,5793246
259,5793605
260,5793925
261,5794245
262,5794604
263,5794924
264,5795245
265,5795605
266,5795925
267,5796245
268,5796606
269,5796925
270,5797245
271,5797605
272,5797925
273,5798245
274,5798605
275,5798925
276,5799245
277,5799604
278,5799925
279,5800246
280,5800604
281,5800925
282,5801259
283,5801605
284,5801925
285,5802245
286,5802605
287,5802925
288,5803245
289,5803606
290,5803925
291,5804244
292,5804605
293,5804926
294,5805246
295,5805605
296,5805925
297,5806245
298,5806605
299,5806925
300,5807245
301,5807604
302,5807926
303,5808245
304,5808605
305,5808925
306,5809245
307,5809604
308,5809925
309,5810245
310,5810605
311,5810925
312,5811246
313,5811605
314,5811926
315,5812246
316,5812606
317,5812925
318,5813246
319,5813605
320,5813926
321,5814246
322,5814606
323,5814925
324,5815245
325,5815606
326,5815925
327,5816245
328,5816606
329,5816926
330,5817243
331,5817605
332,5817925
333,5818245
334,5818608
335,5818926
336,5819245
337,5819605
338,5819925
339,5820247
340,5820607
341,5820929
342,5821245
343,5821607
344,5821925
345,5822247
346,5822605
347,5822925
348,5823246
349,5823605
350,5823926
351,5824245
352,5824606
353,5824925
354,5825244
355,5825606
356,5825928
357,5826247
358,5826604
359,5826925
360,5827245
361,5827615
362,5827928
363,5828246
364,5828605
365,5828925
366,5829247
367,5829606
368,5829925
369,5830245
370,5830606
371,5830926
372,5831246
373,5831606
374,5831925
375,5832248
376,5832605
377,5832926
378,5833245
379,5833605
380,5833925
381,5834246
382,5834605
383,5834926
384,5835244
385,5835610
386,5835930
387,5836246
388,5836611
389,5836925
390,5837247
391,5837605
392,5837924
393,5838246
394,5838604
395,5838927
396,5839244
397,5839605
398,5839926
399,5840246
400,5840605
401,5840926
402,5841247
403,5841607
404,5841930
405,5842246
406,5842611
407,5842926
408,5843247
409,5843609
410,5843927
411,5844260
412,5844606
413,5844925
414,5845247
415,5845605
416,5845926
417,5846246
418,5846605
419,5846925
420,5847246
421,5847606
422,5847925
423,5848245
424,5848605
425,5848926
426,5849245
427,5849606
428,5849926
429,5850245
430,5850605
431,5850925
432,5851246
433,5851605
434,5851925
435,5852245
436,5852605
437,5852925
438,5853245
439,5853606
440,5853925
441,5854246
442,5854606
443,5854925
444,5855246
445,5855606
446,5855926
447,5856245
448,5856605
449,5856926
450,5857245
451,5857605
452,5857928
453,5858277
454,5858605
455,5858925
456,5859247
457,5859606
458,5859925
459,5860245
460,5860607
461,5860925
462,5861248
463,5861605
464,5861925
465,5862246
466,5862605
467,5862925
468,5863245
469,5863605
470,5863927
471,5864245
472,5864608
473,5864925
474,5865245
475,5865605
476,5865926
477,5866245
478,5866606
479,5866925
480,5867248
481,5867606
482,5867927
483,5868247
484,5868605
485,5868925
486,5869247
487,5869605
488,5869926
489,5870245
490,5870606
491,5870925
492,5871246
493,5871606
494,5871927
495,5872246
496,5872607
497,5872925
498,5873246
499,5873606
500,5873925
501,5874245
502,5874607
503,5874925
504,5875246
505,5875605
506,5875925
507,5876247
508,5876605
509,5876926
510,5877245
511,5877606
512,5877927
513,5878246
514,5878605
515,5878926
516,5879246
517,5879606
518,5879928
519,5880247
520,5880608
521,5880927
522,5881248
523,5881607
524,5881929
525,5882246
526,5882606
527,5882926
528,5883246
529,5883606
530,5883927
531,5884246
532,5884609
533,5884936
534,5885251
535,5885611
536,5885926
537,5886247
538,5886605
539,5886927
540,5887247
541,5887606
542,5887930
543,5888247
544,5888606
545,5888931
546,5889247
547,5889615
548,5889931
549,5890251
550,5890612
