timestamp,orien_x,orien_y,orien_z,orien_w,ang_v_x,ang_v_y,ang_v_z,lin_acc_x,lin_acc_y,lin_acc_z
8615281,-0.008636779697,0.0602982164384,0.000521751353302,0.998142905052,0.000718212916189,-0.00968041606735,-0.0011782427938,-1.15425599082,-0.164725602897,9.51716363079
8615361,-0.00860986749134,0.0601744088519,0.000519053618886,0.998150610522,0.00341075817995,-0.00580824964041,-0.00240970592213,-1.15176147291,-0.16419706706,9.51636055762
8615441,-0.00937569527485,0.0613021136072,0.000575858432644,0.99807505509,0.00460059527674,-7.94292925482e-05,-0.00144582355328,-1.17300967793,-0.178723995851,9.51132973057
8615520,-0.00928425861591,0.0635419469947,0.000591160137727,0.997935806575,0.00446311741189,0.00548631322348,-0.000867494131967,-1.2156861217,-0.176905665821,9.50591703268
8615601,-0.0090035616175,0.0649760958454,0.00058627911036,0.997846029768,0.00267787044714,0.00925144879455,-0.00052049647918,-1.24296792912,-0.171505104815,9.50219057361
8615681,-0.00909184890524,0.0659369303317,0.000600821114978,0.997782189917,-9.60379775668e-05,0.013213290383,-0.000312297887508,-1.26053411441,-0.173053171532,9.49420861419
8615761,-0.00896483736816,0.066249873032,0.000595251144628,0.997762612895,-0.0038888333397,0.0168674655205,-0.000187378732505,-1.26652484242,-0.170630129237,9.49372900152
8615840,-0.00940984912995,0.0665733657899,0.000627866212577,0.997736963077,-0.0070158906799,0.0216141109718,-0.000112427239503,-1.27371058172,-0.179231950833,9.50038441873
8615921,-0.00980170904323,0.0670845934213,0.000659060211482,0.997698927265,-0.00846643502256,0.0253134783655,-6.74563437017e-05,-1.28257100846,-0.186547825285,9.49240666076
8616001,-0.0103866622322,0.0679135269493,0.000707065737455,0.997636892944,-0.00891107156669,0.0283844789246,0.00336504668548,-1.29674581064,-0.197401694439,9.4782826195
8616082,-0.0105761218213,0.0691807508831,0.000733462639456,0.997547809073,-0.00790078330879,0.0302270792601,0.00542454850298,-1.31985532208,-0.200801553773,9.46789283342
8616163,-0.0105714421388,0.0698474051671,0.0007402373617,0.997501396817,-0.00686892029258,0.0309069493999,0.00623455953202,-1.33252392811,-0.200686687879,9.46620794493
8616241,-0.0110692236926,0.0710349919917,0.000788342374114,0.997412091723,-0.00667549254432,0.0300378012994,0.00544349596506,-1.35425088152,-0.209955154817,9.45705672618
8616322,-0.0117784712153,0.0719190528904,0.000849355302308,0.997340561715,-0.00698512595683,0.0290906223777,0.00326609757904,-1.3713571964,-0.223417100459,9.45659381843
8616401,-0.0132881821324,0.072825389144,0.0009703800419,0.997255707065,-0.00674521594287,0.0280966249632,0.00195965854742,-1.38904301046,-0.252084402121,9.45655549394
8616482,-0.0141514274667,0.0734972122295,0.00104301668351,0.997194469004,-0.00404712956572,0.027074536453,0.00117579512845,-1.40133044007,-0.268327102454,9.45102583542
8616563,-0.0146407055596,0.0743507622682,0.00109168722846,0.997124075584,-0.00242827773943,0.0268869734083,0.000705477077072,-1.4201950658,-0.278072722654,9.4661433931
8616650,-0.0151862066958,0.0747399139946,0.00113833200434,0.997086770839,-0.00145696664366,0.0293285759503,0.000423286246243,-1.42672543792,-0.288229657762,9.45893335642
8616732,-0.0161065098344,0.0749653841911,0.0012109966992,0.997055316921,-0.000874179986196,0.0320706076599,0.000253971747746,-1.43279844268,-0.306055406962,9.4694513847
8616812,-0.0164902890626,0.0748914812651,0.00123863048207,0.997054563299,-0.000524507991717,0.0332901366242,0.000152383048648,-1.43380862371,-0.31387781449,9.48533900831
8616890,-0.0161230659674,0.0753632548789,0.00121871234373,0.997025045472,-0.00031470479503,0.0331704738798,0.00307126025942,-1.44494921964,-0.307318511204,9.49846288497
8616966,-0.0159914313468,0.0761079351295,0.00122077303628,0.996970594374,-0.00189158312287,0.0318216060488,0.00482258658589,-1.45714024101,-0.304340609896,9.48335287502
8617042,-0.0156083608772,0.0769659318145,0.00120503461433,0.996910814618,-0.00368909024249,0.0271810747971,0.00629907244323,-1.4654125345,-0.295371264131,9.42927587785
8617121,-0.0152080718128,0.0771764003208,0.00117735313452,0.996900763178,-0.00604466469865,0.0222683057387,0.00718496395763,-1.45864432246,-0.285680093684,9.35995897397
8617201,-0.014914974896,0.07796394777,0.00116651192594,0.996843922398,-0.0112892199255,0.0150637436891,0.00431097837458,-1.46703324387,-0.278907710751,9.31717173082
8617281,-0.0146978022719,0.0784272088636,0.00115639556257,0.996810819698,-0.0140102630002,0.00903824621345,0.00258658702475,-1.47326369754,-0.27436544066,9.30059735124
8617361,-0.0150650389156,0.0792297004841,0.00119750018657,0.996741824725,-0.0130887484762,0.00329449742076,0.00155195221485,-1.49232486037,-0.281935145743,9.32345328623
8617441,-0.0150046586259,0.0803730333094,0.00121002207549,0.996651178489,-0.00615048883986,-0.000151751854855,0.000931171328909,-1.52147865035,-0.282167405805,9.36781262848
8617522,-0.0147566558849,0.081240800728,0.0012029511833,0.99658453044,0.00141798743363,-9.10511129132e-05,0.000558702797346,-1.54615352932,-0.278954879518,9.41621546893
8617605,-0.014697513077,0.0819997355105,0.00120939697042,0.996523237985,0.0123444241197,-0.00303446109798,0.00331505210864,-1.56431033903,-0.278463884742,9.43687746739
8617692,-0.0150539460695,0.0825803278717,0.00124756379575,0.996469925156,0.0184745960698,-0.00863171764218,0.00369179151103,-1.57233138286,-0.284633632359,9.41695294406
8617770,-0.0153782837158,0.0825239194928,0.00127357245126,0.99646961274,0.0191728688097,-0.0145442119375,0.00221507490662,-1.57235560584,-0.290969102755,9.42343358284
