timestamp,compass
3947680,171.60
3948692,171.71
3949728,171.82
3950748,171.76
3951772,171.89
3952799,171.58
3953841,171.60
3954854,171.45
3955890,171.71
3956906,172.12
3957931,172.72
3958956,172.64
3959985,172.84
3961011,172.92
3962048,172.92
3963067,173.00
3964103,173.00
3965117,172.90
3966144,172.84
3967171,172.92
3968212,172.74
3969233,172.12
3970250,171.81
3971276,171.43
3972322,171.99
3973335,172.14
3974358,171.90
3975389,171.96
3976411,171.68
3977438,171.48
3978475,171.62
3979505,171.63
3980517,172.36
3981547,172.91
3982579,173.37
3983597,173.47
3984622,173.20
3985651,173.09
3986681,172.82
3987708,173.09
3988730,173.09
3989760,173.01
3990783,172.99
3991809,173.01
3992837,173.18
3993867,173.26
3994908,173.09
3995916,172.99
3996946,172.91
3997968,173.01
3998997,173.13
4000027,171.91
4001051,172.00
4002077,171.91
4003102,171.91
4004135,171.81
4005156,171.91
4006183,171.82
4007213,171.91
4008237,171.91
4009264,171.82
4010324,171.91
4011313,171.99
4012352,172.02
4013390,171.82
4014402,172.00
4015422,172.00
4016448,171.91
4017475,171.73
4018507,171.99
4019530,171.91
4020556,171.91
4021604,171.91
4022616,171.92
4023634,171.74
4024661,171.91
4025688,171.91
4026726,171.99
4027745,171.82
4028769,172.11
4029803,172.26
4030822,172.16
4031848,171.94
4032884,172.02
4033915,172.03
4034928,171.96
4035953,171.94
4036980,172.03
4038008,171.94
4039035,171.86
4040063,171.94
4041095,171.94
4042114,172.03
4043140,172.02
4044168,172.02
4045203,171.94
4046224,172.02
4047262,171.94
4048273,171.94
4049310,171.94
4050326,172.11
4051353,172.03
4052382,171.94
4053405,172.02
4054433,172.02
4055462,172.02
4056488,171.94
4057513,172.09
4058569,172.58
4059601,174.77
4060597,173.75
4061639,172.57
4062647,172.17
4063673,172.34
4064706,172.42
4065725,172.67
4066754,172.67
4067779,172.67
4068806,172.84
4069833,172.76
4070859,172.67
4071891,172.67
4072925,172.76
4073949,172.76
4074965,172.49
4075992,172.59
4077094,172.67
4078067,173.01
4079073,172.38
4080117,173.14
4081128,176.97
4082158,172.09
4083186,169.54
4084215,172.37
4085249,175.54
4086259,176.59
4087285,176.64
4088313,178.77
4089338,172.57
4090366,171.11
4091399,173.31
4092435,175.08
4093449,178.46
4094471,180.41
4095498,175.96
4096525,174.30
4097561,175.95
4098610,177.47
4099606,180.93
4100635,181.30
4101658,177.65
4102703,176.68
4103757,178.32
4104750,175.49
4105764,180.42
4106797,186.21
4107817,185.79
4108852,181.28
4109892,179.38
4110918,179.76
4111925,183.39
4112951,186.38
4113996,181.90
4115015,178.01
4116035,176.78
4117068,177.60
4118083,182.13
4119112,187.09
4120137,182.35
4121165,178.42
4122193,180.55
4123220,178.49
4124265,180.16
4125275,186.40
4126296,189.36
4127323,187.75
4128352,182.23
4129377,179.90
4130405,182.76
4131431,188.95
4132460,191.81
4133492,188.46
4134513,183.51
4135541,181.43
4136573,184.78
