counter,timestamp
1,3947198
2,3947564
3,3947887
4,3948224
5,3948563
6,3948880
7,3949205
8,3949560
9,3949882
10,3950199
11,3950560
12,3950880
13,3951205
14,3951560
15,3951882
16,3952204
17,3952559
18,3952879
19,3953206
20,3953560
21,3953892
22,3954198
23,3954558
24,3954879
25,3955198
26,3955558
27,3955880
28,3956198
29,3956565
30,3956878
31,3957199
32,3957560
33,3957881
34,3958198
35,3958559
36,3958879
37,3959202
38,3959558
39,3959879
40,3960199
41,3960559
42,3960879
43,3961200
44,3961558
45,3961879
46,3962199
47,3962559
48,3962879
49,3963199
50,3963558
51,3963879
52,3964210
53,3964560
54,3964880
55,3965198
56,3965565
57,3965879
58,3966199
59,3966559
60,3966878
61,3967199
62,3967571
63,3967880
64,3968201
65,3968560
66,3968880
67,3969202
68,3969566
69,3969879
70,3970200
71,3970559
72,3970880
73,3971199
74,3971564
75,3971881
76,3972200
77,3972566
78,3972880
79,3973211
80,3973561
81,3973879
82,3974200
83,3974561
84,3974880
85,3975200
86,3975561
87,3975879
88,3976200
89,3976565
90,3976881
91,3977200
92,3977561
93,3977883
94,3978207
95,3978559
96,3978880
97,3979200
98,3979564
99,3979880
100,3980202
101,3980561
102,3980883
103,3981200
104,3981560
105,3981880
106,3982203
107,3982559
108,3982880
109,3983201
110,3983564
111,3983885
112,3984201
113,3984560
114,3984880
115,3985200
116,3985560
117,3985884
118,3986200
119,3986561
120,3986880
121,3987200
122,3987562
123,3987882
124,3988202
125,3988563
126,3988880
127,3989200
128,3989561
129,3989884
130,3990200
131,3990561
132,3990881
133,3991200
134,3991559
135,3991879
136,3992204
137,3992559
138,3992879
139,3993199
140,3993558
141,3993879
142,3994198
143,3994560
144,3994879
145,3995202
146,3995562
147,3995881
148,3996201
149,3996596
150,3996885
151,3997204
152,3997565
153,3997885
154,3998212
155,3998561
156,3998880
157,3999199
158,3999563
159,3999880
160,4000201
161,4000562
162,4000882
163,4001200
164,4001559
165,4001880
166,4002202
167,4002559
168,4002880
169,4003200
170,4003566
171,4003879
172,4004208
173,4004563
174,4004879
175,4005199
176,4005565
177,4005880
178,4006201
179,4006560
180,4006880
181,4007200
182,4007560
183,4007885
184,4008202
185,4008560
186,4008880
187,4009201
188,4009568
189,4009882
190,4010202
191,4010561
192,4010881
193,4011201
194,4011563
195,4011893
196,4012203
197,4012570
198,4012881
199,4013201
200,4013560
201,4013880
202,4014201
203,4014568
204,4014879
205,4015201
206,4015560
207,4015881
208,4016200
209,4016563
210,4016880
211,4017201
212,4017562
213,4017880
214,4018201
215,4018560
216,4018881
217,4019202
218,4019560
219,4019881
220,4020202
221,4020563
222,4020880
223,4021201
224,4021561
225,4021885
226,4022206
227,4022561
228,4022881
229,4023200
230,4023562
231,4023881
232,4024200
233,4024561
234,4024880
235,4025200
236,4025570
237,4025880
238,4026203
239,4026561
240,4026885
241,4027201
242,4027562
243,4027881
244,4028204
245,4028569
246,4028882
247,4029202
248,4029570
249,4029882
250,4030201
251,4030561
252,4030881
253,4031204
254,4031562
255,4031880
256,4032201
257,4032559
258,4032881
259,4033201
260,4033561
261,4033883
262,4034206
263,4034566
264,4034881
265,4035203
266,4035565
267,4035881
268,4036212
269,4036561
270,4036880
271,4037211
272,4037560
273,4037880
274,4038200
275,4038560
276,4038880
277,4039200
278,4039561
279,4039882
280,4040202
281,4040561
282,4040881
283,4041209
284,4041560
285,4041882
286,4042201
287,4042562
288,4042882
289,4043201
290,4043561
291,4043887
292,4044201
293,4044570
294,4044881
295,4045201
296,4045561
297,4045882
298,4046201
299,4046561
300,4046881
301,4047202
302,4047562
303,4047881
304,4048202
305,4048562
306,4048882
307,4049202
308,4049561
309,4049893
310,4050202
311,4050566
312,4050881
313,4051202
314,4051561
315,4051882
316,4052204
317,4052565
318,4052883
319,4053202
320,4053562
321,4053881
322,4054217
323,4054562
324,4054882
325,4055202
326,4055562
327,4055881
328,4056202
329,4056566
330,4056897
331,4057202
332,4057562
333,4057883
334,4058200
335,4058560
336,4058880
337,4059200
338,4059570
339,4059892
340,4060202
341,4060577
342,4060887
343,4061201
344,4061561
345,4061883
346,4062210
347,4062563
348,4062883
349,4063203
350,4063566
351,4063882
352,4064211
353,4064561
354,4064882
355,4065205
356,4065563
357,4065883
358,4066207
359,4066563
360,4066885
361,4067202
362,4067564
363,4067885
364,4068207
365,4068562
366,4068891
367,4069206
368,4069562
369,4069881
370,4070208
371,4070562
372,4070882
373,4071201
374,4071568
375,4071883
376,4072204
377,4072562
378,4072887
379,4073201
380,4073563
381,4073882
382,4074210
383,4074561
384,4074881
385,4075201
386,4075564
387,4075881
388,4076201
389,4076570
390,4076881
391,4077202
392,4077561
393,4077882
394,4078203
395,4078561
396,4078881
397,4079210
398,4079565
399,4079894
400,4080207
401,4080570
402,4080882
403,4081203
404,4081562
405,4081883
406,4082202
407,4082564
408,4082882
409,4083202
410,4083567
411,4083884
412,4084202
413,4084565
414,4084884
415,4085205
416,4085575
417,4085880
418,4086202
419,4086563
420,4086882
421,4087203
422,4087565
423,4087885
424,4088201
425,4088562
426,4088882
427,4089202
428,4089562
429,4089910
430,4090202
431,4090562
432,4090886
433,4091202
434,4091562
435,4091887
436,4092202
437,4092561
438,4092883
439,4093201
440,4093565
441,4093881
442,4094201
443,4094563
444,4094882
445,4095203
446,4095562
447,4095886
448,4096202
449,4096564
450,4096883
451,4097242
452,4097563
453,4097883
454,4098203
455,4098563
456,4098883
457,4099210
458,4099567
459,4099897
460,4100207
461,4100567
462,4100888
463,4101204
464,4101562
465,4101883
466,4102202
467,4102561
468,4102883
469,4103227
470,4103562
471,4103897
472,4104202
473,4104563
474,4104883
475,4105205
476,4105563
477,4105931
478,4106202
479,4106562
480,4106891
481,4107202
482,4107570
483,4107882
484,4108212
485,4108568
486,4108882
487,4109212
488,4109562
489,4109885
490,4110222
491,4110563
492,4110887
493,4111210
494,4111562
495,4111882
496,4112206
497,4112562
498,4112886
499,4113205
500,4113570
501,4113889
502,4114203
503,4114563
504,4114883
505,4115210
506,4115562
507,4115883
508,4116205
509,4116564
510,4116882
511,4117202
512,4117562
513,4117883
514,4118206
515,4118563
516,4118883
517,4119207
518,4119569
519,4119884
520,4120203
521,4120563
522,4120887
523,4121203
524,4121572
525,4121921
526,4122203
527,4122595
528,4122883
529,4123202
530,4123563
531,4123884
532,4124205
533,4124563
534,4124883
535,4125203
536,4125563
537,4125890
538,4126204
539,4126565
540,4126882
541,4127203
542,4127564
543,4127882
544,4128202
545,4128562
546,4128882
547,4129202
548,4129567
549,4129888
550,4130208
551,4130564
552,4130882
553,4131202
554,4131568
555,4131882
556,4132207
557,4132564
558,4132882
559,4133204
560,4133563
561,4133886
562,4134202
563,4134564
564,4134884
565,4135203
566,4135563
567,4135883
568,4136212
569,4136563
570,4136884
571,4137203
572,4137570
573,4137884
574,4138203
575,4138567
576,4138884
577,4139203
578,4139565
579,4139885
580,4140212
581,4140563
582,4140885
583,4141204
584,4141564
585,4141887
586,4142203
587,4142566
588,4142883
589,4143209
590,4143567
591,4143883
592,4144203
593,4144564
594,4144884
595,4145204
596,4145564
597,4145883
598,4146211
599,4146564
600,4146883
601,4147204
602,4147563
603,4147886
604,4148216
605,4148563
606,4148891
607,4149214
608,4149563
609,4149884
610,4150205
611,4150564
612,4150883
613,4151208
614,4151577
615,4151884
616,4152204
617,4152562
618,4152883
619,4153204
620,4153564
621,4153884
622,4154207
623,4154564
624,4154883
625,4155203
626,4155567
627,4155884
628,4156211
629,4156571
630,4156891
631,4157204
632,4157566
633,4157883
634,4158204
635,4158563
636,4158883
637,4159203
638,4159563
639,4159884
640,4160209
641,4160563
642,4160883
643,4161204
644,4161576
645,4161885
646,4162202
647,4162563
648,4162884
649,4163203
650,4163562
651,4163882
652,4164204
653,4164567
654,4164882
655,4165204
656,4165564
657,4165884
658,4166204
659,4166572
660,4166885
661,4167204
662,4167563
663,4167887
664,4168211
665,4168568
666,4168883
667,4169207
668,4169563
669,4169883
670,4170205
671,4170566
672,4170883
673,4171204
674,4171563
675,4171885
676,4172210
677,4172565
678,4172883
679,4173203
680,4173566
681,4173893
682,4174204
683,4174570
684,4174885
685,4175203
686,4175570
687,4175886
688,4176204
689,4176564
690,4176885
691,4177228
692,4177571
693,4177890
694,4178204
695,4178565
696,4178884
697,4179204
698,4179565
699,4179888
700,4180207
701,4180571
702,4180883
703,4181204
704,4181563
705,4181886
706,4182205
707,4182563
708,4182888
709,4183204
710,4183564
711,4183911
712,4184210
713,4184564
714,4184885
715,4185205
716,4185566
717,4185885
718,4186206
719,4186565
720,4186887
721,4187204
722,4187565
723,4187885
724,4188251
725,4188564
726,4188884
727,4189206
728,4189564
729,4189891
730,4190204
731,4190571
732,4190886
733,4191216
734,4191574
735,4191890
736,4192204
737,4192567
738,4192883
739,4193207
740,4193565
741,4193888
742,4194204
743,4194565
744,4194898
745,4195229
746,4195567
747,4195884
748,4196226
749,4196565
750,4196885
751,4197209
752,4197564
753,4197886
754,4198214
755,4198563
756,4198890
757,4199212
758,4199567
759,4199893
760,4200206
761,4200564
762,4200884
763,4201210
764,4201569
765,4201890
766,4202209
767,4202570
768,4202890
769,4203209
770,4203573
771,4203896
772,4204214
773,4204571
774,4204891
775,4205205
776,4205568
777,4205897
778,4206205
779,4206565
780,4206886
781,4207230
782,4207566
783,4207885
784,4208206
785,4208565
786,4208908
787,4209207
788,4209564
789,4209884
790,4210211
791,4210565
792,4210900
793,4211205
794,4211571
795,4211885
796,4212223
797,4212567
798,4212892
799,4213208
800,4213566
801,4213894
802,4214205
803,4214565
804,4214886
805,4215204
806,4215565
807,4215891
808,4216223
809,4216611
810,4216894
811,4217206
812,4217568
813,4217893
814,4218206
815,4218565
816,4218886
817,4219204
818,4219570
819,4219885
820,4220206
821,4220566
822,4220903
823,4221215
824,4221567
825,4221885
826,4222205
827,4222566
828,4222894
829,4223207
830,4223565
831,4223888
832,4224211
833,4224567
834,4224887
835,4225205
836,4225572
837,4225886
838,4226206
839,4226565
840,4226885
841,4227207
842,4227564
843,4227884
844,4228206
845,4228566
846,4228895
847,4229206
848,4229572
849,4229885
850,4230205
851,4230566
852,4230887
853,4231205
854,4231566
855,4231886
856,4232225
857,4232566
858,4232890
859,4233205
860,4233567
861,4233885
862,4234206
863,4234564
864,4234890
865,4235205
866,4235566
867,4235884
868,4236205
869,4236566
870,4236886
871,4237230
872,4237564
873,4237884
874,4238205
875,4238567
876,4238886
877,4239206
878,4239565
879,4239924
880,4240205
881,4240567
882,4240885
883,4241207
884,4241570
885,4241885
886,4242205
887,4242568
888,4242886
889,4243206
890,4243566
891,4243888
892,4244212
893,4244566
894,4244888
895,4245206
896,4245565
897,4245887
898,4246206
899,4246565
900,4246886
901,4247206
902,4247568
903,4247897
904,4248208
905,4248567
906,4248888
907,4249208
908,4249566
909,4249897
910,4250207
911,4250577
912,4250886
913,4251205
914,4251565
915,4251895
916,4252209
917,4252565
918,4252893
919,4253204
920,4253565
921,4253893
922,4254205
923,4254565
924,4254886
925,4255206
926,4255566
927,4255884
928,4256204
929,4256566
930,4256887
931,4257212
932,4257564
933,4257892
934,4258205
935,4258566
936,4258886
937,4259207
938,4259566
939,4259886
940,4260210
