timestamp,orien_x,orien_y,orien_z,orien_w,ang_v_x,ang_v_y,ang_v_z,lin_acc_x,lin_acc_y,lin_acc_z
3926819,-0.00638546585801,0.0890956327366,0.000571200527225,0.996002443663,-0.00467107367957,0.0259966253716,0.00124763470523,-1.70179329984,-0.12100591418,9.43530488123
3926899,-0.00673561622616,0.089719646752,0.000606778140551,0.995944098974,-0.00620816469944,0.0236860863907,0.000748580823141,-1.71108489836,-0.127430766526,9.41912185452
3926981,-0.0073258610192,0.0903666062116,0.000664751040355,0.995881401748,-0.00585334912697,0.0201713126949,0.000449148493885,-1.71905405913,-0.138228862748,9.39337088737
3927060,-0.00883736734828,0.0903670665609,0.000801919699306,0.995868992963,-0.00351200947618,0.0150826180472,0.000269489096331,-1.71401932879,-0.166255535422,9.36523103828
3927140,-0.0105427059697,0.0902394927583,0.00095531980183,0.99586383239,-0.00210720568571,0.0107523310742,0.00229014376511,-1.71004080992,-0.198155009486,9.35624799431
3927219,-0.0111518844606,0.090150173692,0.00100951844455,0.995865233116,0.00299257720319,0.0064513986445,0.00477960675076,-1.71052674059,-0.209872668777,9.36809641987
3927310,-0.0108154312451,0.0909543748879,0.000987863927391,0.995795838644,0.006478136998,0.0038708391867,0.00627328454215,-1.71752206364,-0.202538054391,9.32133593786
3927379,-0.010626278418,0.0917944839207,0.000979625765967,0.99572079182,0.00558964244465,0.00402526375787,0.00376397072529,-1.73033838345,-0.198616126092,9.3028564553
3927466,-0.0104908505275,0.0924683512782,0.000974300231621,0.995659880083,-0.00132880520929,0.00241515825472,-0.00327558836383,-1.75335106596,-0.197220649776,9.35617279041
3927539,-0.0101391378653,0.0932564655121,0.000949728425124,0.995590039896,-0.00845970423189,0.00144909495283,-0.00835070394023,-1.77769316277,-0.191594960667,9.40396432244
3927621,-0.00937743525476,0.0938231074009,0.00088375785097,0.995544327088,-0.0199749746903,-0.00296175358146,-0.0126728434705,-1.78870711836,-0.177206219564,9.40390882174
3927699,-0.00886730294434,0.0946155323477,0.000842799064541,0.99547403867,-0.0294382773341,-0.00773671300934,-0.0148404371271,-1.80201925637,-0.167375874072,9.39262277351
3927779,-0.00918774441075,0.0948061394701,0.000875033381009,0.995452970053,-0.033839188736,-0.0178384197109,-0.0110327125836,-1.81096421984,-0.17392751541,9.41960938798
