timestamp,orien_x,orien_y,orien_z,ang_v_x,ang_v_y,ang_v_z,lin_acc_x,lin_acc_y,lin_acc_z
7801806,-0.00514993731712,-0.018797547648,-9.68245846643e-05,-0.00294786806515,-0.0205610738533,0.00408662459004,0.362838360232,-0.0993692362228,9.64545928369
7801886,-0.00483928800676,-0.0210373708654,-0.000101829625593,-0.00176872083909,-0.0208504455412,0.00500611512279,0.406126686794,-0.0933797851419,9.64553154556
7801967,-0.00468157442712,-0.0221388693391,-0.000103671310774,-0.0027639927493,-0.0176185480623,0.00513211938099,0.427071859244,-0.0902649548254,9.6376740372
7802046,-0.00394444245371,-0.0220021787586,-8.68080180144e-05,-0.00378684595689,-0.0139766493291,0.00307927162859,0.423837231757,-0.0759462080026,9.6243404062
7802126,-0.00364643407468,-0.0206539896183,-7.53299817767e-05,-0.00440055788145,-0.00838598959744,0.00184756297716,0.397954438664,-0.0702280019012,9.62735355525
7802206,-0.00278386651139,-0.0180435791284,-5.0239289339e-05,-0.00476878503618,-0.00503159375846,0.00110853778629,0.347708838735,-0.0536289691095,9.6303585455
7802286,-0.00278858448575,-0.0158823514699,-4.4295038239e-05,-0.00541541139048,-0.00301895625508,0.000665122671776,0.30606931081,-0.0537251964071,9.63168269932
7802367,-0.00336390930286,-0.0147384570249,-4.95844990518e-05,-0.00665476732598,-0.00181137375305,-0.00172937670424,0.283958636046,-0.0647962604224,9.62984356979
7802447,-0.0040286837353,-0.0142994278871,-5.76142308429e-05,-0.00739838088729,-0.00278958449768,-0.00274038626839,0.275720054675,-0.077663823148,9.63759863821
7802527,-0.0050523848646,-0.0146328540488,-7.39396707655e-05,-0.00741885896261,-0.00635634137469,-0.00164423176104,0.282029653654,-0.0973553690841,9.63315371296
7802606,-0.00551607295683,-0.0154116704766,-8.50232906589e-05,-0.00657976568487,-0.0101991557467,0.00156760131215,0.297068160845,-0.106297254654,9.63359921996
7802686,-0.00600237576425,-0.016615124138,-9.9745785031e-05,-0.00565061965677,-0.01250484437,0.0030690110946,0.32045647512,-0.115732528818,9.63865492748
7802768,-0.00600276329424,-0.0182500335174,-0.000109570854972,-0.00339037179406,-0.0138882575439,0.00184140665676,0.351727715639,-0.115647609332,9.63067502436
7802847,-0.00542845508355,-0.0188505682693,-0.000102349158175,-0.00203422307644,-0.0147183054483,0.00110484399406,0.363307854969,-0.104583330003,9.63067548581
7802926,-0.00474984437638,-0.0197012921618,-9.3597294461e-05,-0.00292329409171,-0.014364954068,0.000662906396434,0.379593325042,-0.0914804179238,9.62756330052
7803007,-0.00417909987216,-0.0199056615162,-8.32049605219e-05,-0.00345673670087,-0.0124501829939,0.00039774383786,0.383618523101,-0.080506208518,9.62976613217
7803087,-0.00331022964203,-0.0193310427718,-6.40025012893e-05,-0.00377680226637,-0.0108756302881,0.000238646302716,0.373104952972,-0.0638660359018,9.64473478062
7803167,-0.00280779662327,-0.0177443037085,-4.98304379843e-05,-0.00439453166713,-0.00907951854161,0.00014318778163,0.342136533795,-0.0541213524981,9.6359988774
7803246,-0.00264375375095,-0.0170713655946,-4.51392226179e-05,-0.00476516930759,-0.00800185149374,8.59126689778e-05,0.328822725941,-0.0509081642821,9.62644777249
7803327,-0.00265576250478,-0.0163476780211,-4.34215060299e-05,-0.00541324195333,-0.00778094132648,5.15476013867e-05,0.314848937078,-0.0511350328466,9.62574493302
7803407,-0.00343144395306,-0.0160631033895,-5.51270761687e-05,-0.00580208554077,-0.00849977534904,3.0928560832e-05,0.309577125919,-0.0661152042783,9.63226641416
7803486,-0.00415589346038,-0.016470695326,-6.84603331607e-05,-0.00603539169323,-0.00978245588551,1.85571364992e-05,0.317666787026,-0.0801311306236,9.63905234483
7803567,-0.00524165143719,-0.0169331904614,-8.87718299667e-05,-0.00617537538471,-0.0109777542688,1.11342818995e-05,0.326351306346,-0.100990535064,9.63163173527
7803646,-0.00552839759932,-0.017543110639,-9.70017015831e-05,-0.00583367553814,-0.0116949332989,6.68056913971e-06,0.338265782587,-0.106562992913,9.63579849551
7803726,-0.00582317278178,-0.0179915001494,-0.000104786352203,-0.00520296556873,-0.0129766208398,4.00834148383e-06,0.347090409494,-0.112300669283,9.64045333314
7803806,-0.0053624350616,-0.0185424547657,-9.945123847e-05,-0.00312177934124,-0.0128942532414,2.4050048903e-06,0.358131269622,-0.103532846638,9.65138652137
7803887,-0.00512765615851,-0.0183667385405,-9.41954481065e-05,-0.00187306760474,-0.0124191426209,0.00170420324878,0.354700138726,-0.0989904135493,9.65052440916
7803967,-0.0043650626844,-0.0181309511962,-7.9156504673e-05,-0.00282660080869,-0.0112826961257,0.00272528219512,0.350247258529,-0.0842939453952,9.65359844432
7804046,-0.00390958965573,-0.0176759566574,-6.91170640683e-05,-0.00339872073106,-0.0101751381671,0.00163516931707,0.341350606094,-0.0754760645028,9.65089388227
7804127,-0.00350260920249,-0.0173427042842,-6.07542256587e-05,-0.00416768274595,-0.00951060339197,0.000981101590242,0.334576093637,-0.0675517141411,9.64137027956
7804206,-0.00308500936171,-0.0165266031536,-5.09919323519e-05,-0.00462905995488,-0.0099632626498,0.000588660954145,0.318540377862,-0.0594452215999,9.6330224961
7804286,-0.00342872526864,-0.0164484703846,-5.64052485258e-05,-0.00490588628024,-0.0102348582045,0.000353196572487,0.317059234041,-0.0660734940439,9.63375991002
7804367,-0.00418141399806,-0.0166740160998,-6.97312682947e-05,-0.00549767213691,-0.0103978155373,0.000211917943492,0.321437791401,-0.080584944815,9.63444177853
7804447,-0.00436097156707,-0.0169881768065,-7.40963537299e-05,-0.00585274365092,-0.0109212799985,0.000127150766095,0.327416808142,-0.0840245716253,9.63197785764
7804527,-0.00485045962903,-0.0175735485184,-8.52539564704e-05,-0.00564009649786,-0.0112353586752,7.62904596572e-05,0.338905083664,-0.093510372858,9.63744268993
7804607,-0.00539080470578,-0.0179446383778,-9.67530265365e-05,-0.00338405789872,-0.0114238058812,4.57742757943e-05,0.34627688931,-0.103990256918,9.64311579096
7804686,-0.00515654583606,-0.0183040768925,-9.44028828665e-05,-0.00203043473923,-0.0115368742048,2.74645654766e-05,0.353333594523,-0.0995042798832,9.64628023141
7804767,-0.00526480157735,-0.018447458882,-9.71400878047e-05,-0.00292102108939,-0.0111790251375,1.6478739286e-05,0.356131096655,-0.101601096983,9.64698179485
7804847,-0.00460980671588,-0.0184948066659,-8.52729758803e-05,-0.00175261265363,-0.0105386256357,9.88724357158e-06,0.357091337437,-0.0889728176134,9.64836041358
7804926,-0.00458627480961,-0.0182270004342,-8.36088022593e-05,-0.00105156759218,-0.0101543859346,5.93234614295e-06,0.351203137423,-0.0883390348063,9.62883687071
7805006,-0.00401589789214,-0.0175060909126,-7.03140160066e-05,-0.00233370080116,-0.0103495321754,3.55940768577e-06,0.337614570442,-0.0774242778174,9.63795229943
7805087,-0.00407535098026,-0.0173639590505,-7.07754860019e-05,-0.003528670788,-0.0104666199198,2.13564461146e-06,0.334728673906,-0.0785368689365,9.63384475002
7805167,-0.00386128478741,-0.017099414671,-6.60358570593e-05,-0.00424565278011,-0.010962562628,1.28138676688e-06,0.32964525366,-0.0744160202877,9.63449268253
7805247,-0.00399191581676,-0.0171810918935,-6.85961444688e-05,-0.00467584197538,-0.0121115083758,7.68832060126e-07,0.331383604833,-0.0769713345847,9.63919100503
7805327,-0.00457411606517,-0.0176197672003,-8.06082175084e-05,-0.00493395549254,-0.012375185763,4.61299236076e-07,0.340327481015,-0.0883207499696,9.65254448583
7805407,-0.00502056853471,-0.01728409925,-8.67900639663e-05,-0.00508882360283,-0.0116820120724,2.76779541645e-07,0.334201638755,-0.0970457605286,9.66295077597
7805487,-0.0048693858697,-0.0177096866969,-8.62498476375e-05,-0.00518174446901,-0.0112661078581,1.66067724987e-07,0.3424971417,-0.0941404812195,9.6646455669
7805567,-0.00504360348467,-0.0178088942343,-8.98363914326e-05,-0.00481180692725,-0.0110165653295,9.96406349923e-08,0.344122561143,-0.0974251371204,9.65632505498
7805647,-0.00486058223013,-0.0174508282987,-8.483510698e-05,-0.0045898444022,-0.0112925298738,5.97843809954e-08,0.337196947331,-0.0938892668425,9.65636057132
7805727,-0.00484223061203,-0.0169552009717,-8.21137601007e-05,-0.00275390664132,-0.0110324185389,3.58706285972e-08,0.327295495058,-0.0934436858379,9.64704449465
7805807,-0.00470880871147,-0.0168496633924,-7.93539874411e-05,-0.00335510423064,-0.0108763517379,2.15223771583e-08,0.324945926185,-0.090782135575,9.63786354615
7805887,-0.00449812765821,-0.0167257961848,-7.52460538434e-05,-0.00371582278423,-0.0112084017189,1.2913426295e-08,0.322817924364,-0.0867910037571,9.64576250635
7805967,-0.00451108277439,-0.0168601786238,-7.6069248401e-05,-0.00435794397785,-0.0114076317074,7.748055777e-09,0.325371845927,-0.0870299464926,9.64451637832
7806046,-0.00424013296417,-0.0171287229664,-7.26393728851e-05,-0.00474321669402,-0.0111014796391,4.6488334662e-09,0.330974341687,-0.0819060684815,9.65669739047
7806126,-0.00382407019116,-0.0172931150852,-6.61404601835e-05,-0.00497438032372,-0.0113434784595,2.78930007972e-09,0.333856998811,-0.0738039181885,9.6482042668
7806206,-0.00383691158389,-0.0173397057796,-6.65414120994e-05,-0.00553876856301,-0.0114886777518,1.67358004783e-09,0.334389492255,-0.073970451499,9.63760172878
7806287,-0.00399304763467,-0.0174515081455,-6.96958731347e-05,-0.00587740150658,-0.0111501072657,1.0041480287e-09,0.336384929484,-0.0769434134775,9.63291614713
7806367,-0.00458526136731,-0.0177471700535,-8.13890874677e-05,-0.00565489121126,-0.0100955848511,6.0248881722e-10,0.34189175481,-0.0883039973053,9.62723175615
7806447,-0.00516771299827,-0.0175321664258,-9.06163426129e-05,-0.00552138503406,-0.00946287140236,3.61493290332e-10,0.33825266519,-0.0996693307562,9.64153821385
7806527,-0.00512612843704,-0.01725244935,-8.8452598697e-05,-0.00501559126629,-0.00950893339458,2.16895974199e-10,0.332717329095,-0.0988270855143,9.63767223983
7806607,-0.0053508684337,-0.0174485139004,-9.33802556086e-05,-0.00471211500562,-0.0103879507128,1.30137584519e-10,0.336339312252,-0.103110141689,9.63295845376
7806686,-0.00501833784712,-0.0173842558389,-8.72543538881e-05,-0.00453002924922,-0.0109153611038,7.80825507117e-11,0.33468177949,-0.0965820090859,9.62103221581
7806767,-0.00465210225641,-0.0169686168627,-7.89519628042e-05,-0.00442077779538,-0.0108061172769,4.6849530427e-11,0.326744075018,-0.0895526673656,9.62321385952
7806847,-0.00464425017199,-0.0172426275683,-8.00918470593e-05,-0.00435522692308,-0.0107405709808,2.81097182562e-11,0.332037099308,-0.0894052051557,9.62356516508
7806927,-0.00414896529231,-0.0173838739227,-7.21366113444e-05,-0.00431589639969,-0.0111269332645,1.68658309537e-11,0.335212913881,-0.0799793413551,9.63670463738
7807007,-0.00413395499885,-0.0175416220284,-7.25280557063e-05,-0.00471798814713,-0.0113587506348,1.01194985722e-11,0.337836663124,-0.0795910667271,9.62471644698
7807087,-0.00397184609457,-0.0176074425062,-6.99454468819e-05,-0.00495924319559,-0.0119235311184,6.07169914334e-12,0.339171492503,-0.0764850599582,9.62662149904
7807167,-0.0040726796156,-0.0178667829432,-7.2777903633e-05,-0.00510399622466,-0.0114110192857,3.643019486e-12,0.344281953119,-0.078452178553,9.62967989161
7807246,-0.00403565422051,-0.01791909896,-7.23274895104e-05,-0.00519084804211,-0.011103512186,2.1858116916e-12,0.345193447995,-0.0777170883818,9.626965944
7807327,-0.00449556503374,-0.0178274771564,-8.01581322351e-05,-0.00524295913257,-0.0104933178648,1.31148701496e-12,0.343585563426,-0.0866134207537,9.63132307958
7807407,-0.00478982349572,-0.0175217434712,-8.39399081527e-05,-0.00527422578685,-0.0105528913335,7.86892208977e-13,0.337353589032,-0.0921906403428,9.62172693247
7807486,-0.00475096991072,-0.0170000623103,-8.07793701295e-05,-0.00529298577942,-0.0105886354147,4.72135325386e-13,0.327389480079,-0.0914668292741,9.62434895001
7807567,-0.00442640178996,-0.0167509807683,-7.41577029364e-05,-0.00530424177496,-0.010184391802,2.83281195232e-13,0.322847535704,-0.0852864586484,9.63214708485
7807646,-0.00465866981257,-0.0167045713986,-7.78327875688e-05,-0.00531099537229,-0.00994184563435,1.69968717139e-13,0.321798310241,-0.0897185219176,9.62748857928
7807727,-0.00453552811766,-0.016832844389,-7.63574432423e-05,-0.00531504753068,-0.0106476980567,1.01981230283e-13,0.324281237121,-0.0873499363927,9.62780593809
7807807,-0.00442126229911,-0.0170965923089,-7.56003077929e-05,-0.00531747882572,-0.0106455194486,6.118873817e-14,0.329601715905,-0.0852105245798,9.63470011803
7807887,-0.00444121615895,-0.0175707762413,-7.80484344194e-05,-0.00489324754128,-0.0106442122838,3.6713242902e-14,0.338779507326,-0.0856028186541,9.63548474367
7807967,-0.00477081815074,-0.0176332647556,-8.41391393316e-05,-0.00463870877062,-0.0102177379234,2.20279457412e-14,0.339497778859,-0.0918236992491,9.62159030909
7808046,-0.00503889447453,-0.0170201087135,-8.57760460575e-05,-0.00491167556968,-0.0103875433687,1.32167674447e-14,0.327718313311,-0.0969927486022,9.62259103482
7808126,-0.00479162430182,-0.0174437260343,-8.35974613436e-05,-0.00507545564912,-0.0104894266358,7.93006046684e-15,0.335734104442,-0.0921933127355,9.61840306694
7808206,-0.00461108252737,-0.0171242484103,-7.89737425607e-05,-0.00517372369678,-0.0101248665347,4.7580362801e-15,0.330009091816,-0.0888348108835,9.63097375667
7808287,-0.00488742604371,-0.0168567057651,-8.23985948692e-05,-0.00480699446392,-0.00990613047395,2.85482176806e-15,0.325137563244,-0.0942417349188,9.63947385117
7808367,-0.00484276274506,-0.0164061466636,-7.94627029038e-05,-0.0045869569242,-0.00977488883753,1.71289306084e-15,0.315750301618,-0.0931763263517,9.61847710977
7808447,-0.00496215388108,-0.0162611771079,-8.07021276315e-05,-0.00445493440037,-0.0101218339171,1.0277358365e-15,0.312751566469,-0.0954101232036,9.61210398925
7808527,-0.00545598367116,-0.0163813794427,-8.93898644356e-05,-0.00437572088607,-0.0107556910264,6.16641501901e-16,0.315022468202,-0.104890686959,9.6106743186
7808607,-0.00537164671662,-0.0164444246286,-8.83468608424e-05,-0.00432819277749,-0.0107103152304,3.69984901141e-16,0.316624429407,-0.103396420232,9.62250578501
7808686,-0.00535979300406,-0.0165225834367,-8.85709904274e-05,-0.00429967591234,-0.0111087798143,2.21990940684e-16,0.319022127127,-0.10345754086,9.64947653863
7808767,-0.00468597426882,-0.0171867960585,-8.05496663581e-05,-0.00470825585472,-0.0121992386876,1.33194564411e-16,0.333150014557,-0.0908049444379,9.68720680575
7808846,-0.0043736727288,-0.0176330112484,-7.71337507818e-05,-0.00495340382014,-0.0124278239501,7.99167386464e-17,0.34138732685,-0.0846499075807,9.67536846211
7808926,-0.00414731919762,-0.0182137207876,-7.55512966787e-05,-0.00510049259939,-0.0121392850462,4.79500431878e-17,0.350399857047,-0.0797597846363,9.61391707824
7809007,-0.00415163286187,-0.018964059762,-7.87466540345e-05,-0.00518874586695,-0.0115404716423,2.87700259127e-17,0.364187080976,-0.0796987528619,9.59643928137
7809086,-0.0040582769564,-0.01870268107,-7.5914563331e-05,-0.00566738788894,-0.0111811836,1.72620155476e-17,0.359530726369,-0.0779861926351,9.60630331736
7809166,-0.00441055230751,-0.0181602911571,-8.01109048791e-05,-0.00552888304067,-0.0105399207132,1.03572093286e-17,0.350511989288,-0.0850989421436,9.64526172186
7809246,-0.00446185835783,-0.0177345024018,-7.91420724936e-05,-0.00544578013171,-0.00972947291959,6.21432559714e-18,0.342945965546,-0.0862541296904,9.66384836124
7809327,-0.00494077220165,-0.0175338034229,-8.66449064199e-05,-0.00497022832488,-0.00881751418199,3.72859535829e-18,0.3384063513,-0.0953269480291,9.64507282412
7809407,-0.00496354288794,-0.0167692645932,-8.32476957152e-05,-0.00511058730224,-0.00869602900089,2.23715721497e-18,0.322753893788,-0.09550339538,9.61872403138
7809486,-0.00511944053942,-0.0160238120142,-8.20445620439e-05,-0.00562049275011,-0.00904882795369,1.34229432898e-18,0.308334595794,-0.0984823057827,9.61680112537
7809566,-0.005299026318,-0.0161699638351,-8.5697471877e-05,-0.00592643601884,-0.0101118874483,8.0537659739e-19,0.311175184967,-0.101945593186,9.6175627431
7809646,-0.00520573247582,-0.0162625506911,-8.46708332219e-05,-0.00568431191861,-0.0111754132065,4.83225958434e-19,0.313837219134,-0.100432263138,9.64459535216
7809726,-0.00484123356535,-0.0166554151159,-8.06448864984e-05,-0.00341058715117,-0.0122392187229,2.8993557506e-19,0.321898784117,-0.0935387609592,9.65889955626
7809807,-0.00432394140946,-0.0169065221943,-7.3113945033e-05,-0.0020463522907,-0.0128775020328,1.73961345036e-19,0.326256882775,-0.0834171555013,9.64425832263
7809887,-0.00364866504479,-0.0175079398198,-6.3890826418e-05,-0.00335626168173,-0.0124090918957,1.04376807022e-19,0.336772607448,-0.0701615872461,9.61296808684
7809967,-0.00343298321109,-0.0178018823746,-6.11236096903e-05,-0.00414220731635,-0.0117023557521,6.2626084213e-20,0.34380030275,-0.0662783891152,9.65141536504
7810046,-0.00358678693537,-0.0181886326564,-6.52499640122e-05,-0.00461377469712,-0.0117040041273,3.75756505278e-20,0.35232648292,-0.0694551340551,9.68022981595
7810126,-0.0038175156433,-0.0181973155821,-6.94805483654e-05,-0.00447102506412,-0.0108536130296,2.25453903167e-20,0.351696107037,-0.0737553826791,9.65825357927
7810206,-0.00387729752795,-0.0180938351288,-7.01671967536e-05,-0.00438537528432,-0.00949199824796,1.352723419e-20,0.349641940345,-0.0748990108575,9.65679942539
7810286,-0.00425903155366,-0.0179053120875,-7.62722086815e-05,-0.00518536553936,-0.00867502937901,8.11634051401e-21,0.345057558006,-0.0820495322469,9.63054839547
7810367,-0.00466585735549,-0.0171992987836,-8.02622210925e-05,-0.00523966963093,-0.00903622818057,4.86980430841e-21,0.332490701796,-0.0901705677368,9.66100586956
7810447,-0.00539973526681,-0.0169286965828,-9.14249146362e-05,-0.00527225208587,-0.00967863752296,2.92188258504e-21,0.32734478973,-0.104380575505,9.66347862305
7810527,-0.00544870663256,-0.0173642314744,-9.46282756015e-05,-0.00486611149737,-0.0104897731899,1.75312955103e-21,0.335509990293,-0.105245134854,9.65586430884
7810606,-0.00615722963606,-0.0171316533821,-0.000105501007737,-0.00462242714427,-0.01097645459,1.05187773062e-21,0.330353463658,-0.118692559428,9.63645167002
7810686,-0.00526316801586,-0.0176670578756,-9.30004976775e-05,-0.00447621653241,-0.0116941534915,6.31126638369e-22,0.340427656808,-0.101382476575,9.62935306988
7810767,-0.00459205893471,-0.0177524936687,-8.15342060386e-05,-0.00481418022676,-0.0121247728325,3.78675983022e-22,0.342641450042,-0.0886022252027,9.64544462391
7810846,-0.00393340050845,-0.0173597913996,-6.8293832238e-05,-0.0045912683819,-0.012383144437,2.27205589813e-22,0.33511117984,-0.0759062508931,9.64719869085
7810926,-0.00396436046633,-0.0176513156453,-6.99876319863e-05,-0.00275476102914,-0.0125381673998,1.36323353888e-22,0.340409244525,-0.0764289519519,9.63771664371
7811007,-0.00384294715136,-0.0177614696219,-6.8267662467e-05,-0.00335561686333,-0.0122054911159,8.17940123327e-23,0.342630402672,-0.074108950761,9.64040712124
7811086,-0.00397025315512,-0.0172511857456,-6.85023087959e-05,-0.00371613036385,-0.0111545052227,4.90764073996e-23,0.332710349757,-0.0765476727027,9.63843010526
7811167,-0.00426934558508,-0.0170282706361,-7.27107774595e-05,-0.00393243846416,-0.0100982236253,2.94458444398e-23,0.328434259171,-0.082320468856,9.639159257
7811246,-0.00411292105653,-0.0171773379,-7.06600579385e-05,-0.00406222332434,-0.00946445466689,1.76675066639e-23,0.331375268637,-0.0793198020655,9.64103326905
7811327,-0.00399201525072,-0.0169223432353,-6.75644656319e-05,-0.00414009424045,-0.00993557341476,1.06005039983e-23,0.326675529835,-0.0770405616592,9.64766434009
7811407,-0.00472937963876,-0.0174399403998,-8.24935682488e-05,-0.00461250685158,-0.0102182446635,6.36030239899e-24,0.336544955352,-0.0912353282065,9.64374211724
7811486,-0.004914405746,-0.0168680962903,-8.2909467021e-05,-0.00489595441826,-0.0108135374742,3.81618143939e-24,0.325228358709,-0.0947243646485,9.63564269954
7811567,-0.00524351601038,-0.016531172884,-8.66945087273e-05,-0.0046403328968,-0.0111707131606,2.28970886364e-24,0.318917241056,-0.101127349502,9.64131753623
7811646,-0.00517380657898,-0.0167082747787,-8.64586086532e-05,-0.00278419973808,-0.0113850185724,1.37382531818e-24,0.322073755278,-0.0997018967617,9.63346969044
7811726,-0.00515172702368,-0.0174929699517,-9.01339944095e-05,-0.00167051984285,-0.011939291881,8.24295190909e-25,0.337375193108,-0.0993254654496,9.63809836944
7811806,-0.00451715074649,-0.0178122162608,-8.0474054614e-05,-0.00270507215156,-0.0122718558661,4.94577114545e-25,0.343683013814,-0.0871285983616,9.64231209784
7811887,-0.00414386815619,-0.0179852559225,-7.45412264886e-05,-0.00332580353678,-0.0111943240728,2.96746268727e-25,0.346510025574,-0.0798104781087,9.62808092325
7811966,-0.00409133636719,-0.0177067896564,-7.24563987127e-05,-0.00369824236792,-0.0101221149354,1.78047761236e-25,0.341023627649,-0.0787714882813,9.62480946215
7812046,-0.00421948706524,-0.0175685244452,-7.4142264979e-05,-0.00434739572806,-0.0099044795144,1.06828656742e-25,0.338450049392,-0.081260556543,9.62739556865
7812126,-0.00443012206541,-0.0171140351869,-7.58291149663e-05,-0.00516257780561,-0.0097738982618,6.40971940451e-26,0.329962717624,-0.0853876193262,9.63541157703
7812206,-0.00478118038158,-0.0173676027293,-8.30511175902e-05,-0.00522599699068,-0.00969554951024,3.8458316427e-26,0.334925965535,-0.0921734199844,9.63734814007
7812286,-0.00473099114222,-0.0175445976042,-8.30170431907e-05,-0.00526404850172,-0.0096485402593,2.30749898562e-26,0.338382754614,-0.091217076893,9.63851007789
7812367,-0.0051646697056,-0.0171814152937,-8.87506198617e-05,-0.0057125694698,-0.0100460247702,1.38449939137e-26,0.331119441587,-0.0995018171807,9.63106695494
7812447,-0.00522214352457,-0.0168257494843,-8.78801180807e-05,-0.00555599198919,-0.0102845154767,8.30699634824e-27,0.32436725211,-0.100641938697,9.63426252648
7812527,-0.00465856409702,-0.0171269666199,-7.97996428791e-05,-0.00503635543936,-0.0108532999621,4.98419780895e-27,0.330371585397,-0.0898338436382,9.64001059206
7812607,-0.00467099248771,-0.0175533454943,-8.20050746296e-05,-0.00472457350947,-0.0111945706534,2.99051868537e-27,0.338523168523,-0.0900527512513,9.63771334742
7812686,-0.0045084330492,-0.0172408422349,-7.7741528433e-05,-0.00453750435153,-0.0109736430066,1.79431121122e-27,0.332161370596,-0.0868322134949,9.628194715
7812767,-0.00464439341465,-0.0171176983785,-7.95138338272e-05,-0.00485095291823,-0.0112667764801,1.07658672673e-27,0.329780812836,-0.0894488739954,9.62799019936
7812847,-0.00447476609513,-0.0174684992025,-7.81801602363e-05,-0.00503902205825,-0.0114426565641,6.45952036039e-28,0.336732183991,-0.0862304669754,9.6333741538
7812926,-0.00423530097857,-0.0177980182101,-7.53925824332e-05,-0.00515186354226,-0.011973874676,3.87571221624e-28,0.343297208344,-0.0816658009372,9.63923814828
7813007,-0.00447861018701,-0.0182022870669,-8.1535274796e-05,-0.00521956843266,-0.0118669154817,2.32542732974e-28,0.351066945612,-0.0863490264607,9.63820756182
7813087,-0.00432609557313,-0.017909481976,-7.74912848185e-05,-0.00526019136691,-0.0109513598422,1.39525639785e-28,0.345433720834,-0.0834128777905,9.63878631077
7813167,-0.00442240291151,-0.0173677281491,-7.68194297827e-05,-0.00528456512746,-0.009976336397,8.37153838707e-29,0.334871180987,-0.0852424910786,9.63578167782
7813246,-0.00465550231598,-0.0172957508155,-8.05333274939e-05,-0.00529918938378,-0.00981701239136,5.02292303224e-29,0.333322060399,-0.0896921413757,9.63110585606
7813327,-0.00476645571044,-0.01732438635,-8.25892537189e-05,-0.00530796393758,-0.00972141798797,3.01375381935e-29,0.334068529208,-0.0918830912219,9.63668006881
7813407,-0.00475693643906,-0.0173979728976,-8.27745166376e-05,-0.00531322866986,-0.00966406134594,1.80825229161e-29,0.335713511324,-0.0917611401335,9.64313705862
7813486,-0.00487063810184,-0.017221525592,-8.38932557669e-05,-0.00318793720191,-0.0100553374222,1.08495137496e-29,0.331912097273,-0.0938427509746,9.63168836188
7813566,-0.00447077199685,-0.0176419667323,-7.88862767881e-05,-0.00191276232115,-0.0107157931294,6.50970824979e-30,0.339447475649,-0.0859937511707,9.61548175736
7813646,-0.0045829956209,-0.0173894002393,-7.97084351004e-05,-0.00114765739269,-0.0111120665537,3.90582494987e-30,0.334870736366,-0.0882275361028,9.6237143071
7813727,-0.00436593452749,-0.0178655742738,-7.80131225133e-05,-0.00239135468146,-0.0113498306083,2.34349496992e-30,0.344095701097,-0.0840611432437,9.62506253446
7813807,-0.0044209962251,-0.0183696102001,-8.12264773435e-05,-0.00313757305473,-0.0119181791025,1.40609698195e-30,0.353940242924,-0.0851526100185,9.6285050927
