counter,timestamp
1,5875269
2,5875636
3,5875943
4,5876273
5,5876621
6,5876946
7,5877261
8,5877622
9,5877944
10,5878262
11,5878622
12,5878946
13,5879263
14,5879623
15,5879943
16,5880263
17,5880624
18,5880943
19,5881263
20,5881623
21,5881944
22,5882264
23,5882623
24,5882948
25,5883263
26,5883623
27,5883943
28,5884263
29,5884625
30,5884943
31,5885275
32,5885622
33,5885942
34,5886261
35,5886622
36,5886942
37,5887262
38,5887622
39,5887942
40,5888263
41,5888622
42,5888943
43,5889265
44,5889622
45,5889941
46,5890262
47,5890623
48,5890944
49,5891264
50,5891623
51,5891946
52,5892263
53,5892624
54,5892943
55,5893266
56,5893623
57,5893948
58,5894267
59,5894623
60,5894944
61,5895271
62,5895623
63,5895944
64,5896263
65,5896623
66,5896944
67,5897264
68,5897625
69,5897945
70,5898264
71,5898623
72,5898943
73,5899264
74,5899626
75,5899944
76,5900264
77,5900634
78,5900944
79,5901263
80,5901622
81,5901942
82,5902265
83,5902623
84,5902944
85,5903264
86,5903627
87,5903944
88,5904267
89,5904626
90,5904943
91,5905263
92,5905622
93,5905943
94,5906277
95,5906623
96,5906942
97,5907263
98,5907622
99,5907943
100,5908263
101,5908631
102,5908942
103,5909263
104,5909622
105,5909942
106,5910263
107,5910622
108,5910945
109,5911263
110,5911622
111,5911942
112,5912263
113,5912623
114,5912942
115,5913262
116,5913625
117,5913942
118,5914262
119,5914623
120,5914942
121,5915262
122,5915624
123,5915960
124,5916268
125,5916628
126,5916948
127,5917270
128,5917628
129,5917948
130,5918264
131,5918623
132,5918948
133,5919263
134,5919623
135,5919943
136,5920264
137,5920624
138,5920945
139,5921263
140,5921623
141,5921947
142,5922264
143,5922624
144,5922944
145,5923269
146,5923624
147,5923943
148,5924264
149,5924624
150,5924944
151,5925264
152,5925624
153,5925946
154,5926263
155,5926625
156,5926944
157,5927271
158,5927624
159,5927948
160,5928264
161,5928623
162,5928943
163,5929265
164,5929624
165,5929944
166,5930264
167,5930623
168,5930946
169,5931265
170,5931623
171,5931945
172,5932263
173,5932623
174,5932949
175,5933271
176,5933628
177,5933948
178,5934286
179,5934633
180,5934947
181,5935264
182,5935627
183,5935944
184,5936264
185,5936628
186,5936945
187,5937264
188,5937627
189,5937945
190,5938270
191,5938624
192,5938944
193,5939264
194,5939623
195,5939944
196,5940263
197,5940623
198,5940943
199,5941264
200,5941625
201,5941943
202,5942263
203,5942623
204,5942944
205,5943265
206,5943628
207,5943943
208,5944263
209,5944623
210,5944944
211,5945264
212,5945623
213,5945945
214,5946267
215,5946625
216,5946944
217,5947265
218,5947629
219,5947967
220,5948264
221,5948623
222,5948945
223,5949266
224,5949624
225,5949949
226,5950264
227,5950623
228,5950944
229,5951265
230,5951624
231,5951944
232,5952263
233,5952623
234,5952943
235,5953263
236,5953623
237,5953944
238,5954263
239,5954624
240,5954943
241,5955263
242,5955623
243,5955949
244,5956264
245,5956623
246,5956944
247,5957264
248,5957624
249,5957944
250,5958265
251,5958623
252,5958944
253,5959263
254,5959624
255,5959947
256,5960266
257,5960623
258,5960943
259,5961264
260,5961623
261,5961943
262,5962265
263,5962624
264,5962943
265,5963264
266,5963624
267,5963944
268,5964263
269,5964624
270,5964943
271,5965263
272,5965624
273,5965944
274,5966265
275,5966625
276,5966945
277,5967265
278,5967625
279,5967945
280,5968267
281,5968624
282,5968945
283,5969264
284,5969624
285,5969945
286,5970263
287,5970625
288,5970945
289,5971266
290,5971625
291,5971945
292,5972267
293,5972626
294,5972946
295,5973265
296,5973625
297,5973944
298,5974264
299,5974624
300,5974945
301,5975265
302,5975624
303,5975945
304,5976265
305,5976628
306,5976945
307,5977265
308,5977624
309,5977945
310,5978266
311,5978625
312,5978946
313,5979266
314,5979623
315,5979945
316,5980265
317,5980633
318,5980945
319,5981268
320,5981627
321,5981944
322,5982265
323,5982625
324,5982945
325,5983266
326,5983625
327,5983947
328,5984265
329,5984625
330,5984945
331,5985265
332,5985626
333,5985945
334,5986265
335,5986629
336,5986946
337,5987267
338,5987625
339,5987953
340,5988271
341,5988625
342,5988946
343,5989265
344,5989625
345,5989950
346,5990265
347,5990632
348,5990945
349,5991265
350,5991626
351,5991964
352,5992265
353,5992628
354,5992945
355,5993265
356,5993626
357,5993945
358,5994265
359,5994630
360,5994947
361,5995269
362,5995632
363,5995954
364,5996266
