counter,timestamp
1,8348241
2,8348606
3,8348932
4,8349241
5,8349599
6,8349919
7,8350240
8,8350604
9,8350924
10,8351244
11,8351604
12,8351923
13,8352243
14,8352605
15,8352936
16,8353239
17,8353599
18,8353919
19,8354239
20,8354600
21,8354921
22,8355240
23,8355600
24,8355921
25,8356240
26,8356600
27,8356920
28,8357240
29,8357600
30,8357920
31,8358242
32,8358601
33,8358921
34,8359241
35,8359600
36,8359922
37,8360252
38,8360613
39,8360935
40,8361252
41,8361613
42,8361923
43,8362243
44,8362604
45,8362923
46,8363243
47,8363602
48,8363923
49,8364243
50,8364610
51,8364928
52,8365248
53,8365608
54,8365927
55,8366248
56,8366608
57,8366927
58,8367244
59,8367604
60,8367925
61,8368244
62,8368609
63,8368926
64,8369247
65,8369607
66,8369927
67,8370246
68,8370606
69,8370926
70,8371249
71,8371606
72,8371926
73,8372247
74,8372606
75,8372927
76,8373247
77,8373606
78,8373927
79,8374247
80,8374607
81,8374927
82,8375247
83,8375606
84,8375927
85,8376247
86,8376606
87,8376927
88,8377247
89,8377606
90,8377926
91,8378247
92,8378607
93,8378928
94,8379247
95,8379607
96,8379926
97,8380247
98,8380607
99,8380927
100,8381247
101,8381606
102,8381928
103,8382247
104,8382607
105,8382926
106,8383247
107,8383607
108,8383926
109,8384247
110,8384609
111,8384927
112,8385251
113,8385607
114,8385927
115,8386247
116,8386607
117,8386927
118,8387247
119,8387606
120,8387927
121,8388246
122,8388606
123,8388927
124,8389247
125,8389607
126,8389927
127,8390247
128,8390607
129,8390927
130,8391247
131,8391607
132,8391926
133,8392248
134,8392607
135,8392927
136,8393248
137,8393607
138,8393927
139,8394247
140,8394607
141,8394928
142,8395248
143,8395607
144,8395927
145,8396247
146,8396607
147,8396927
148,8397247
149,8397607
150,8397927
151,8398248
152,8398607
153,8398927
154,8399247
155,8399607
156,8399927
157,8400247
158,8400608
159,8400928
160,8401249
161,8401603
162,8401924
163,8402244
164,8402603
165,8402923
166,8403244
167,8403604
168,8403925
169,8404244
170,8404605
171,8404923
172,8405244
173,8405604
174,8405924
175,8406244
176,8406605
177,8406924
178,8407243
179,8407606
180,8407926
181,8408246
182,8408606
183,8408928
184,8409247
185,8409606
186,8409926
187,8410247
188,8410606
189,8410927
190,8411247
191,8411607
192,8411926
193,8412246
194,8412606
195,8412927
196,8413246
197,8413606
198,8413927
199,8414247
200,8414607
201,8414927
202,8415246
203,8415606
204,8415926
205,8416246
206,8416607
207,8416927
208,8417249
209,8417606
210,8417926
211,8418246
212,8418606
213,8418927
214,8419246
215,8419606
216,8419927
217,8420246
218,8420607
219,8420926
220,8421247
221,8421607
222,8421927
223,8422247
224,8422607
225,8422927
226,8423247
227,8423607
228,8423926
229,8424246
230,8424607
231,8424929
232,8425247
233,8425606
234,8425926
235,8426248
236,8426607
237,8426927
238,8427247
239,8427606
240,8427928
241,8428247
242,8428607
243,8428927
244,8429246
245,8429606
246,8429927
247,8430246
248,8430606
249,8430927
250,8431247
251,8431607
252,8431927
253,8432247
254,8432609
255,8432927
256,8433248
257,8433608
258,8433926
259,8434246
260,8434606
261,8434927
262,8435244
263,8435605
264,8435924
265,8436244
266,8436603
267,8436925
268,8437243
269,8437604
270,8437923
271,8438244
272,8438603
273,8438923
274,8439243
275,8439604
276,8439923
277,8440244
278,8440605
279,8440926
280,8441243
281,8441605
282,8441924
283,8442243
284,8442605
285,8442924
286,8443245
287,8443605
288,8443924
289,8444244
290,8444609
291,8444929
292,8445251
293,8445609
294,8445929
295,8446255
296,8446610
297,8446929
298,8447249
299,8447609
300,8447929
301,8448250
302,8448613
303,8448929
304,8449252
305,8449609
306,8449930
307,8450249
308,8450609
309,8450929
310,8451251
311,8451610
312,8451929
313,8452252
314,8452609
315,8452929
316,8453250
317,8453609
318,8453930
319,8454250
320,8454609
321,8454929
322,8455250
323,8455609
324,8455930
325,8456250
326,8456610
327,8456933
328,8457250
329,8457609
330,8457950
331,8458245
332,8458606
333,8458925
334,8459245
335,8459606
336,8459926
337,8460246
338,8460609
339,8460929
340,8461249
341,8461610
342,8461933
343,8462241
344,8462600
345,8462923
346,8463244
347,8463604
348,8463924
349,8464243
350,8464603
351,8464925
352,8465246
353,8465605
354,8465926
355,8466246
356,8466605
357,8466926
358,8467247
359,8467606
360,8467926
361,8468245
362,8468605
363,8468926
364,8469245
365,8469605
366,8469926
367,8470246
368,8470606
369,8470926
370,8471245
371,8471606
372,8471927
373,8472246
374,8472606
375,8472928
376,8473246
377,8473606
378,8473926
379,8474246
380,8474606
381,8474925
382,8475246
383,8475607
384,8475925
385,8476246
386,8476607
387,8476927
388,8477246
389,8477605
390,8477925
391,8478246
392,8478607
393,8478925
394,8479246
395,8479606
396,8479926
397,8480247
398,8480606
399,8480927
400,8481248
401,8481607
402,8481926
403,8482246
404,8482608
405,8482925
406,8483246
407,8483607
408,8483926
409,8484246
410,8484607
411,8484927
412,8485246
413,8485605
414,8485925
415,8486246
416,8486607
417,8486927
418,8487246
419,8487607
420,8487926
421,8488246
422,8488606
423,8488927
424,8489245
425,8489606
426,8489926
427,8490247
428,8490607
429,8490927
430,8491246
431,8491606
432,8491926
433,8492246
434,8492606
435,8492926
436,8493246
437,8493607
438,8493927
439,8494246
440,8494607
441,8494927
442,8495246
443,8495607
444,8495927
445,8496243
446,8496603
447,8496923
448,8497248
449,8497608
450,8497931
451,8498242
452,8498601
453,8498925
454,8499243
455,8499606
456,8499929
457,8500248
458,8500606
459,8500926
460,8501245
461,8501608
462,8501929
463,8502248
464,8502612
465,8502925
466,8503243
467,8503609
468,8503929
469,8504250
470,8504603
471,8504925
472,8505245
473,8505614
474,8505931
475,8506253
476,8506612
477,8506931
478,8507253
479,8507611
480,8507924
481,8508245
482,8508613
483,8508932
484,8509245
485,8509605
486,8509924
487,8510245
488,8510606
489,8510926
490,8511247
491,8511607
492,8511928
493,8512245
494,8512607
495,8512926
496,8513251
497,8513607
498,8513926
499,8514246
500,8514606
501,8514926
502,8515246
503,8515607
504,8515928
505,8516248
506,8516606
507,8516926
508,8517246
509,8517609
510,8517927
511,8518246
512,8518607
513,8518928
514,8519247
515,8519608
516,8519926
517,8520247
518,8520606
519,8520928
520,8521247
521,8521606
522,8521930
523,8522247
524,8522608
525,8522926
526,8523247
527,8523608
528,8523928
529,8524246
530,8524607
531,8524928
532,8525247
533,8525607
534,8525927
535,8526246
536,8526607
537,8526926
538,8527246
539,8527607
540,8527927
541,8528246
542,8528608
543,8528926
544,8529249
545,8529607
546,8529926
547,8530246
548,8530607
549,8530927
550,8531246
551,8531607
552,8531927
553,8532246
554,8532608
555,8532926
556,8533246
557,8533607
558,8533928
559,8534246
560,8534607
561,8534926
562,8535246
563,8535606
564,8535927
565,8536247
566,8536606
567,8536928
568,8537246
569,8537607
570,8537926
571,8538247
572,8538607
573,8538927
574,8539246
575,8539606
576,8539927
577,8540247
578,8540607
579,8540926
580,8541247
581,8541608
582,8541926
583,8542247
584,8542608
585,8542928
586,8543247
587,8543613
588,8543927
589,8544246
590,8544608
591,8544927
592,8545250
593,8545606
594,8545928
595,8546246
596,8546607
597,8546928
598,8547247
599,8547607
600,8547927
601,8548247
602,8548606
603,8548927
604,8549251
605,8549608
606,8549929
607,8550247
608,8550608
609,8550927
610,8551246
611,8551608
612,8551927
613,8552246
614,8552607
615,8552928
616,8553247
617,8553608
618,8553927
619,8554248
620,8554609
621,8554927
622,8555246
623,8555606
