timestamp,compass
6107244,216.60
6108268,216.25
6109294,216.29
6110324,215.92
6111347,215.67
6112373,215.44
6113399,215.31
6114428,215.19
6115454,215.19
6116482,215.65
6117513,216.50
6118535,216.86
6119562,217.07
6120587,217.20
6121614,217.19
6122640,217.20
6123666,217.19
6124693,217.06
6125721,217.19
6126748,217.07
6127773,216.50
6128804,215.29
6129835,214.46
6130854,214.32
6131880,215.33
6132907,217.02
6133934,218.05
6134962,218.74
6136006,219.01
6137015,219.42
6138041,220.02
6139067,220.39
6140093,220.53
6141123,220.98
6142147,220.71
6143174,220.63
6144212,220.65
6145228,220.78
6146253,220.65
6147284,220.63
6148307,220.53
6149334,220.77
6150360,220.63
6151389,220.65
6152415,220.67
6153444,220.63
6154467,220.53
6155495,220.67
6156522,220.55
6157549,220.65
6158574,219.97
6159604,221.77
6160629,221.35
6161655,221.28
6162681,221.18
6163708,221.30
6164734,221.40
6165766,221.40
6166787,221.42
6167815,221.62
6168843,221.52
6169868,221.40
6170894,221.42
6171926,221.55
6172948,221.52
6173975,221.57
6175001,221.57
6176027,221.30
6177054,221.42
6178086,221.40
6179108,221.32
6180135,221.42
6181161,221.47
6182200,221.30
6183216,221.28
6184245,221.32
6185270,221.30
6186295,221.30
6187322,221.55
6188350,221.14
6189374,220.60
6190405,219.63
6191430,217.29
6192455,218.71
6193484,218.60
6194519,218.61
6195537,218.73
6196564,218.51
6197588,218.60
6198614,218.48
6199640,218.61
6200669,218.60
6201695,218.61
6202725,218.74
6203749,218.61
6204777,218.50
6205804,218.61
6206829,218.73
6207857,218.63
6208882,218.51
6209910,218.63
6210937,218.63
6211963,218.63
6212988,218.39
6214016,218.63
6215044,218.38
6216069,218.63
6217096,218.51
6218123,218.63
6219149,219.27
6220187,218.48
6221207,222.22
6222228,220.82
6223256,221.08
6224282,220.94
6225311,220.69
6226339,220.59
6227374,220.35
6228389,220.35
6229419,220.49
6230443,220.47
6231471,220.47
6232496,220.47
6233523,220.59
6234551,220.34
6235581,220.47
6236603,220.49
6237632,220.45
6238657,220.47
6239698,220.24
6240711,222.06
6241737,217.49
6242763,213.59
6243791,213.59
6244816,222.33
6245854,225.90
6246872,226.51
6247900,228.18
6248923,230.03
6249949,228.65
6250975,231.24
6252017,225.06
6253046,215.66
6254060,205.39
6255083,198.42
6256109,197.42
6257137,213.42
6258199,209.78
6259211,217.91
6260217,217.03
6261242,212.38
6262271,217.82
6263297,225.66
6264331,240.64
6265373,257.08
6266377,269.34
6267403,273.42
6268430,270.14
6269460,271.20
6270486,275.48
6271518,277.93
6272539,279.86
6273564,280.93
6274590,281.16
6275616,274.83
6276646,270.55
6277672,273.86
6278699,275.74
6279725,279.30
6280751,277.61
6281776,274.01
6282806,271.76
6283842,273.57
6284858,275.70
6285890,277.05
6286909,274.47
6287936,272.17
6288967,271.51
6289991,274.29
6291030,271.42
6292046,274.37
6293069,280.46
6294098,279.05
6295126,272.74
6296150,268.30
6297178,267.86
6298213,271.60
6299235,276.22
6300265,273.38
6301287,267.96
6302312,265.13
6303346,264.48
6304380,266.75
6305393,270.40
6306417,266.91
6307445,267.40
6308471,261.62
6309497,256.01
6310535,256.52
6311552,262.47
6312578,262.86
6313606,261.43
6314632,252.99
6315656,246.88
6316704,247.01
6317711,254.29
6318739,255.07
6319767,253.67
6320801,243.38
6321818,236.85
6322865,242.17
6323873,245.08
6324897,240.77
6325924,239.77
6326963,235.22
6327976,230.35
6329003,225.83
6330032,228.60
6331058,229.73
6332086,230.06
6333123,223.91
6334138,216.93
6335165,214.05
6336201,219.23
6337220,219.24
6338251,221.09
6339283,215.85
6340296,206.42
6341324,201.75
6342351,202.88
6343376,199.31
6344406,200.09
6345429,196.16
6346458,194.03
6347484,193.61
6348511,190.53
6349543,185.64
6350567,188.85
6351602,190.56
6352624,191.74
6353644,181.84
6354669,183.92
6355698,184.61
6356725,183.29
6357752,183.46
6358778,183.06
6359804,183.23
6360843,183.00
6361862,183.00
6362886,183.22
6363923,183.05
6364937,183.11
