timestamp,orien_x,orien_y,orien_z,orien_w,ang_v_x,ang_v_y,ang_v_z,lin_acc_x,lin_acc_y,lin_acc_z
6086954,-0.00325046551562,0.0836631533318,0.000272902422382,0.996488753962,-0.049801152582,0.0514449046175,-0.0192930310719,-1.58359663537,-0.0611000010336,9.36421437284
6087034,-0.00452854542801,0.0838278171914,0.000380962918808,0.99646989127,-0.0477596741306,0.0444890247373,-0.0158327192578,-1.59826837063,-0.0857411346534,9.43177360784
6087115,-0.00529850984307,0.0856416336885,0.000455452834249,0.996311813106,-0.0392980560149,0.0347815260102,-0.00949963155467,-1.65232182316,-0.101483495489,9.53958621548
6087196,-0.00717830504885,0.0878872668919,0.000633348910017,0.996104361563,-0.0308155646538,0.0293827168353,-0.00357132862549,-1.7113295331,-0.138701651249,9.62151203202
6087278,-0.00953097792473,0.0895415990372,0.00085690049573,0.995937110576,-0.0223205493454,0.031251712068,-0.0021427971753,-1.7359602516,-0.183298620144,9.57442061521
6087361,-0.0118448801688,0.0912454026677,0.00108539576194,0.995757398778,-0.0185006103448,0.0345015595149,-0.00128567830518,-1.7619914305,-0.226816213102,9.5308428745
6087443,-0.0138017297622,0.0922713819836,0.00127908479112,0.995637418072,-0.0179114071903,0.0377285381674,-0.000771406983106,-1.78311680166,-0.264418936845,9.53390549032
6087529,-0.0165544218353,0.0925655113477,0.00153919055065,0.99556778178,-0.0188349554819,0.0400904154204,-0.00471974480448,-1.78765173871,-0.316908091844,9.52496915235
6087604,-0.01800852531,0.0911286254919,0.00164822084259,0.99567492185,-0.0164092540267,0.0334194306044,-0.00581167731292,-1.74153098707,-0.341218979862,9.42814884615
6087685,-0.0189497909431,0.0897406354243,0.00170776722802,0.995783413855,-0.0136767629692,0.0234571788543,-0.00348700638775,-1.70140868746,-0.356284353005,9.35617029279
6087764,-0.0195844000415,0.0898683264665,0.00176751236682,0.995759514679,-0.0111858882117,0.0085403365136,0.00131331665904,-1.70271384529,-0.367957198717,9.34913560585
6087848,-0.0200038797427,0.0899267836481,0.00180657002472,0.995745828353,-0.00671153292705,-0.00466666950547,0.00717334091736,-1.70206041899,-0.375439746476,9.33892928954
6087924,-0.0199955146566,0.089545438344,0.00179809440398,0.995780377755,-0.00402691975623,-0.0219560544691,0.0132434958411,-1.7059779262,-0.377774493638,9.40127966723
6088004,-0.0195769788595,0.0887161008806,0.00174400815903,0.995863019586,-0.00241615185374,-0.0365865860619,0.0160342086724,-1.70617364903,-0.37342925795,9.49279885136
